0394,0394_2468
0803,0803_706,0803_1175,0803_929,0803_1351
0390,0390_1629,0390_1899,0390_370
1065,1065_3103,1065_2863
1022,1022_1318
0953,0953_989
0503,0503_38,0503_1834
0853,0853_1758,0853_2055
0666,0666_213,0666_2737
0477,0477_2266,0477_3441
0715,0715_1780,0715_2434
0840,0840_2323,0840_563
0517,0517_1529,0517_128
0072,0072_679
1080,1080_667
0112,0112_690
0028,0028_799
0107,0107_770,0107_429
0588,0588_1767,0588_1594
0764,0764_230
0505,0505_1809,0505_116
0489,0489_1608,0489_2550,0489_485
0483,0483_1102,0483_1434,0483_980,0483_2905
0554,0554_1365,0554_657,0554_2110
